claim_id,claim,subject,act,act_type,target,value,tense,is_experience,posts,post_ids,url,sentence,context,setting_source,needs,confirmation
C077,英語を3ヶ月試した,さくら,試した,体験,英語,3ヶ月,過去,yes,1,297,https://sakura-eigo.com/dmm-eikaiwa-beginner-consistency-check/,Table of Contents Toggle 効果を読んでも動けないのは、伸び幅の話を求めていないから 私が知りたいのは、8割に残れる確率だった 効果を実感した人の体験談が、逆に距離を作る 「継続すれば効果が出る」は、続かない人には空回りする 脱落の山は3ヶ月の手前にある 正しい受け方の8個は、続いた人の後日談 初心者の私が最初に受け取るのは、英語力より「話す怖さの減り方」 過去に挫折したのは,問題は、その3ヶ月に私がたどり着けるのか、という手前の部分だった。 Table of Contents Toggle 効果を読んでも動けないのは、伸び幅の話を求めていないから 私が知りたいのは、8割に残れる確率だった 効果を実感した人の体験談が、逆に距離を作る 「継続すれば効果が出る」は、続かない人には空回りする 脱落の山は3ヶ月の手前にある 正しい受け方の8個は、続いた人の後日談 初心者の私が最初に受け取るのは、英語力より「話す怖さの減り方」 過去に挫折したのは、英語力じゃなかった 怖さの減り方は数字に出ないから,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,本人の確認,
C078,留学情報館を7日受けた,さくら,受けた,体験,留学情報館,7日,過去,yes,1,297,https://sakura-eigo.com/dmm-eikaiwa-beginner-consistency-check/,→ 留学情報館で無料カウンセリングを申し込む 私が過去にやってきた「無料体験だけ受けて消える」を繰り返さないために、今回は7日という区切りを先に決めた。,話すだけ話して持ち帰れる。 → 留学情報館で無料カウンセリングを申し込む 私が過去にやってきた「無料体験だけ受けて消える」を繰り返さないために、今回は7日という区切りを先に決めた。 区切りがあると、消える前に結果が出る。,CLAUDE.md 2026-06-29.md 2026-07-02.md 2026-07-09.md,サービスのアカウント履歴,
C079,ワーホリを3年検索した,さくら,検索した,調査,ワーホリ,3年,過去,no,1,294,https://sakura-eigo.com/study-abroad-decision-deadline/,Table of Contents Toggle 留学サイトを閉じるとき、私が本当に手放しているもの 「遅い」で検索した私が確かめたかったこと 「30代でも増えている」という統計が、私を動かさなかった理由 「社会人は目的が明確」という前提から私は外れている 比較を続けること自体が、先延ばしの正体だった 決断が30歳まで止まる仕組みを、意志の弱さのせいにしない 3年前の資格試験で、私は同じ止まり方を,30歳という締切がじわじわ近づいてくる感覚だけが、はっきりある。 Table of Contents Toggle 留学サイトを閉じるとき、私が本当に手放しているもの 「遅い」で検索した私が確かめたかったこと 「30代でも増えている」という統計が、私を動かさなかった理由 「社会人は目的が明確」という前提から私は外れている 比較を続けること自体が、先延ばしの正体だった 決断が30歳まで止まる仕組みを、意志の弱さのせいにしない 3年前の資格試験で、私は同じ止まり方をしていた 「まだ間に合う」の余白が、そのまま決めない余,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,本人の確認,
C080,ワーホリを25分やめた,さくら,やめた,体験,ワーホリ,25分,過去,yes,1,287,https://sakura-eigo.com/english-conversation-daily-effectiveness/,Table of Contents Toggle 25分黙ったまま画面を閉じた夜、私は「回数」を数えるのをやめた 「週3で67.4%」の数字は、受けた回数しか見ていない 同じ25分でも、私の毎日は「出席」でしかなかった 「受け身だから」「復習しないから」と自分を責めても、詰まりが出ない回には復習する中身がない 努力の量を増やす前に、詰まりが出る場面を作る 「週2に落とせ」「休会もあり」の頻度調整は,Table of Contents Toggle 25分黙ったまま画面を閉じた夜、私は「回数」を数えるのをやめた 「週3で67.4%」の数字は、受けた回数しか見ていない 同じ25分でも、私の毎日は「出席」でしかなかった 「受け身だから」「復習しないから」と自分を責めても、詰まりが出ない回には復習する中身がない 努力の量を増やす前に、詰まりが出る場面を作る 「週2に落とせ」「休会もあり」の頻度調整は、こなす毎日の中身には触れない 週2でも詰まりを3個持ち帰れば、月に24個の言い回しが増える ワーホリという目的地から逆,CLAUDE.md 2026-06-05_workingholiday-cost-cut.md 2026-06-06.md 2026-06-08.md,サービスのアカウント履歴,
C081,英語を3回続けた,さくら,続けた,体験,英語,3回,現在,yes,1,287,https://sakura-eigo.com/english-conversation-daily-effectiveness/,週3回以上を3ヶ月続けた受講生の67.4%が英語力を1段階上げた、半年なら77.6%。,翌朝、通勤電車で「英会話 毎日 意味ある」と打ち込んで出てきた記事を上から読んだ。 週3回以上を3ヶ月続けた受講生の67.4%が英語力を1段階上げた、半年なら77.6%。 そう書いてある。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,サービスのアカウント履歴,
C082,英語を払った,さくら,払った,体験,英語,,現在,yes,1,278,https://sakura-eigo.com/english-coaching-after-graduation/,数ヶ月コーチングに50万を払って卒業後に消える不安を抱えるより、その予算を実際に英語を使う環境に置くほうが、私のゴールには近いんじゃないか。,そう思って調べていて気になったのが、留学という選択肢だった。 数ヶ月コーチングに50万を払って卒業後に消える不安を抱えるより、その予算を実際に英語を使う環境に置くほうが、私のゴールには近いんじゃないか。 ワーホリの前段階として短期の語学留学を挟めば、口を動かす場そのものに身を置ける。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,クレジットカード・銀行の明細,
C083,国内留学を比較した,さくら,比較した,調査,国内留学,,過去,no,1,277,https://sakura-eigo.com/domestic-immersion-english-continuous-learning/,国内留学の費用感を無料見積もりで先に把握しておくと、こうしたフォロー込みのプランを比較しやすくなる。,帰宅後のオンラインレッスンとセットになっているか、留学前の準備から帰国後のフォローまで面談で伴走してくれるか。 国内留学の費用感を無料見積もりで先に把握しておくと、こうしたフォロー込みのプランを比較しやすくなる。 → ネイティブキャンプ留学で留学費用の無料見積もりを取る 「帰宅後の30日を仕上げに」という一言が、なぜ最も無責任なのか 上位記事のほとんどが、締めの近くで「帰宅後の30日が仕上げの期間です。,CLAUDE.md 2026-06-29.md 2026-07-02.md 2026-07-06.md,本人の確認,
C084,国内留学を続けた,さくら,続けた,体験,国内留学,,現在,yes,1,277,https://sakura-eigo.com/domestic-immersion-english-continuous-learning/,続けられる人はそもそも国内留学の効果を心配していない。,週に数回続けましょう、の「続ける」ができないから、私はこれまで単語帳も発音アプリも英語カフェも全部落としてきた。 続けられる人はそもそも国内留学の効果を心配していない。 心配しているのは、続けられなかった過去を持つ私だ。,CLAUDE.md 2026-06-29.md 2026-07-02.md 2026-07-06.md,サービスのアカウント履歴,
C085,ワーホリを5年後回しにした,さくら,後回しにした,体験,ワーホリ,5年,過去,yes,1,277,https://sakura-eigo.com/domestic-immersion-english-continuous-learning/,5年後回しにしてきたワーホリの夢に、そろそろタイムリミットが迫っている。,今年もまた閉じて、また英語を後回しにして、気づいたら30歳になっている未来が、はっきり見える。 5年後回しにしてきたワーホリの夢に、そろそろタイムリミットが迫っている。 だから今日は、10万の申し込みボタンを押す前に、もっと小さくて安全な一手を踏む。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,本人の記憶で足りる,
C086,英語を1ヶ月登録した,さくら,登録した,体験,英語,1ヶ月,過去,yes,1,272,https://sakura-eigo.com/philippines-study-abroad-adult-costs/,Table of Contents Toggle 費用表の32万は「窓口で払う額」であって、私が1ヶ月で失う額ではない 相部屋とLCCで削れるのは、いちばん小さい財布だけ 帰国後3週間で英語が消えるなら、47万は溶ける 留学の前に、帰国後の桶の穴をふさぐ順番 働き方別に実質総額を出すと、行ける月と行けない月が見える 今夜できるのは、留学の申し込みではなく維持の1回目 費用表の32万は「窓口で払う額,私が本当に確かめたかった数字は、そこに載っていなかった。 Table of Contents Toggle 費用表の32万は「窓口で払う額」であって、私が1ヶ月で失う額ではない 相部屋とLCCで削れるのは、いちばん小さい財布だけ 帰国後3週間で英語が消えるなら、47万は溶ける 留学の前に、帰国後の桶の穴をふさぐ順番 働き方別に実質総額を出すと、行ける月と行けない月が見える 今夜できるのは、留学の申し込みではなく維持の1回目 費用表の32万は「窓口で払う額」であって、私が1ヶ月で失う額ではない 期間別総額の表は、たし,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,サービスのアカウント履歴,
C087,営業事務へ1ヶ月留学した,さくら,留学した,体験,営業事務,1ヶ月,過去,no,1,272,https://sakura-eigo.com/philippines-study-abroad-adult-costs/,留学したいと言った瞬間に評価が下がる気がするし、営業事務の私が1ヶ月抜けたら回らないと言われそうで、口に出せずにいた。,働き方の相談を会社にするのは怖い。 留学したいと言った瞬間に評価が下がる気がするし、営業事務の私が1ヶ月抜けたら回らないと言われそうで、口に出せずにいた。 でも逸失給料を減らす交渉こそが、相部屋やLCCより桁の大きい節約だ。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,パスポートの出入国記録,
C088,留学情報館を1回登録した,さくら,登録した,体験,留学情報館,1回,過去,yes,1,272,https://sakura-eigo.com/philippines-study-abroad-adult-costs/,→ 留学情報館で無料カウンセリングを申し込む 今夜できるのは、留学の申し込みではなく維持の1回目 ここまで読んで、また「51万か、貯めれば行けるな」と計算して、何も申し込まずに眠る夜がくるのは分かっている。,留学情報館は無料のカウンセリングで、費用だけでなく帰国後の見通しまで一緒に整理してくれるから、1人で総額表とにらめっこするより早い。 → 留学情報館で無料カウンセリングを申し込む 今夜できるのは、留学の申し込みではなく維持の1回目 ここまで読んで、また「51万か、貯めれば行けるな」と計算して、何も申し込まずに眠る夜がくるのは分かっている。 5年間そうしてきたから。,CLAUDE.md 2026-06-29.md 2026-07-02.md 2026-07-09.md,サービスのアカウント履歴,
C089,英会話スクールを受けた,さくら,受けた,体験,英会話スクール,,過去,yes,1,241,https://sakura-eigo.com/second-language-acquisition-theory-gap/,実行に必要な、独学者の机の上の手順は、案内の最後に置かれたコーチングスクールのリンクが引き受けている。,記事は納得までを完璧に運んでくれる。 実行に必要な、独学者の机の上の手順は、案内の最後に置かれたコーチングスクールのリンクが引き受けている。 理論の解説とスクールの紹介の間に、私が一人でやる部分は挟まっていない。,2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md 2026-06-05_kaigai-iju-eigoryoku.md,サービスのアカウント履歴,
C090,英会話スクールをやめた,さくら,やめた,体験,英会話スクール,,過去,yes,1,241,https://sakura-eigo.com/second-language-acquisition-theory-gap/,独学をやめてスクールに全部預けるのは、私が半年前に一度失敗して怖くなった道だ。,独学の主導権を渡さずに、反応だけを最小コストで足すという順番 ここまで解いてきて、答えの形がやっと見えてきた。 独学をやめてスクールに全部預けるのは、私が半年前に一度失敗して怖くなった道だ。 かといって完全な一人を続けても、反応が返らないから化石化する。,2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md 2026-06-05_kaigai-iju-eigoryoku.md,サービスのアカウント履歴,
C091,留学情報館を止まっていた,さくら,止まっていた,体験,留学情報館,,過去,yes,1,241,https://sakura-eigo.com/second-language-acquisition-theory-gap/,→ 留学情報館で無料カウンセリングを申し込む 今夜、単語帳を閉じたまま踏める最初の一手 理論を完璧に理解した私が、それでも机で手が止まっていた理由は、独学に反応が欠けていたからだった。,誰にも急かされずに自分だけで静かに調べたい人には、この入り口は向かないので、そこを踏まえて使ってほしい。 → 留学情報館で無料カウンセリングを申し込む 今夜、単語帳を閉じたまま踏める最初の一手 理論を完璧に理解した私が、それでも机で手が止まっていた理由は、独学に反応が欠けていたからだった。 だとしたら今夜やることは、また新しい記事を検索することではない。,CLAUDE.md 2026-06-29.md 2026-07-02.md 2026-07-09.md,TOEIC公式マイページ,
C092,セブ島を払った,さくら,払った,体験,セブ島,,現在,yes,1,235,https://sakura-eigo.com/%e3%80%8c%e3%82%bb%e3%83%96%e5%b3%b6%e7%95%99%e5%ad%a6-1%e3%83%b6%e6%9c%88-%e4%bd%93%e9%a8%93%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e8%b2%bb%e7%94%a8%e3%83%bb%e3%82%b9%e3%82%b1%e3%82%b8%e3%83%a5/,でも私が40万払って確かめたいのは、セブで楽しかったかどうかだったっけ。,羨ましい。 でも私が40万払って確かめたいのは、セブで楽しかったかどうかだったっけ。 私が本当に怖いのは別のところにある。,2026-06-17.md 2026-07-01.md 2026-07-04.md 2026-07-08.md,クレジットカード・銀行の明細,
C093,英語を51000円比較した,さくら,比較した,調査,英語,51000円,過去,no,1,235,https://sakura-eigo.com/%e3%80%8c%e3%82%bb%e3%83%96%e5%b3%b6%e7%95%99%e5%ad%a6-1%e3%83%b6%e6%9c%88-%e4%bd%93%e9%a8%93%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e8%b2%bb%e7%94%a8%e3%83%bb%e3%82%b9%e3%82%b1%e3%82%b8%e3%83%a5/,金額だけ見ると増えているように見えるけれど、留学39万51000円が7月で終わって元に戻る場合と、46万71000円で7月以降も口を開き続ける場合を比べると、1回あたりの英語に触れる回数で割った単価は後者が圧倒的に安い。,合わせて約46万71000円。 金額だけ見ると増えているように見えるけれど、留学39万51000円が7月で終わって元に戻る場合と、46万71000円で7月以降も口を開き続ける場合を比べると、1回あたりの英語に触れる回数で割った単価は後者が圧倒的に安い。 私が採点すべきなのは4週間の値段じゃなくて、この単価だった。,（該当なし）,本人の確認,
C094,英会話スクールを続けた,さくら,続けた,体験,英会話スクール,,過去,yes,1,232,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e-%e7%99%ba%e9%9f%b3-%e7%9b%b4%e3%82%89%e3%81%aa%e3%81%84-%e5%a4%a7%e4%ba%ba%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6l-r%e3%83%bb%e7%99%ba%e9%9f%b3%e8%a8%98%e5%8f%b7%e3%83%bb/,私は過去にスクール選びで痛い目を見ているから、今度こそ契約ボタンを押す前に、自分が続けられる人間かを確かめてから決めると決めていた。,ただし高い。 私は過去にスクール選びで痛い目を見ているから、今度こそ契約ボタンを押す前に、自分が続けられる人間かを確かめてから決めると決めていた。 数10万円を払う前に、無料または安価な期間で検証する順番を作った。,2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md 2026-06-05_kaigai-iju-eigoryoku.md,サービスのアカウント履歴,
C095,スパトレを7日間続けた,さくら,続けた,体験,スパトレ,7日間,過去,yes,1,232,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e-%e7%99%ba%e9%9f%b3-%e7%9b%b4%e3%82%89%e3%81%aa%e3%81%84-%e5%a4%a7%e4%ba%ba%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6l-r%e3%83%bb%e7%99%ba%e9%9f%b3%e8%a8%98%e5%8f%b7%e3%83%bb/,→ スパトレ（第二言語習得論ベースの英語トレーニング）の7日間無料体験を見る この2つの無料期間を合わせて、私は2週間で、自分が判定を受け取り続けられる人間だと確認し、自分の弱点を理由から言語化できた。,私の「なんとなく直らない」が、母音の長さと子音の破裂の弱さという具体名に変わった。 → スパトレ（第二言語習得論ベースの英語トレーニング）の7日間無料体験を見る この2つの無料期間を合わせて、私は2週間で、自分が判定を受け取り続けられる人間だと確認し、自分の弱点を理由から言語化できた。 高額なコーチングの契約は、そのあとで考えればいい。,CLAUDE.md 2026-06-30.md 2026-07-03.md 2026-07-07.md,サービスのアカウント履歴,
C096,英語コーチングを5回検索した,さくら,検索した,調査,英語コーチング,5回,過去,no,1,151,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-%e6%84%8f%e5%91%b3%e3%81%aa%e3%81%84%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e9%ab%98%e3%81%84%e3%83%bb%e7%b5%90%e5%b1%80/,Table of Contents Toggle 私が5回検索して、5回とも「安心して」閉じた理由 「意味ない」記事が採点しているのは、私じゃなくて商品だった 私が折れるのは「勉強」じゃなくて、いつも「1人になった瞬間」だった 高いコーチングにいきなり申し込む前に、私が置いた最初の一手 是非論争から降りて、私が次にやること 私が5回検索して、5回とも「安心して」閉じた理由 検索結果に出てくる記事は,この繰り返しに、そろそろ名前をつけたほうがよさそうだった。 Table of Contents Toggle 私が5回検索して、5回とも「安心して」閉じた理由 「意味ない」記事が採点しているのは、私じゃなくて商品だった 私が折れるのは「勉強」じゃなくて、いつも「1人になった瞬間」だった 高いコーチングにいきなり申し込む前に、私が置いた最初の一手 是非論争から降りて、私が次にやること 私が5回検索して、5回とも「安心して」閉じた理由 検索結果に出てくる記事は、どれも親切だった。 料金が高いですよ、コーチが直接教えてく,CLAUDE.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md 2026-06-05_kaigai-iju-eigoryoku.md,本人の確認,
C097,speekを使った,さくら,使った,体験,speek,,過去,yes,1,151,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-%e6%84%8f%e5%91%b3%e3%81%aa%e3%81%84%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e9%ab%98%e3%81%84%e3%83%bb%e7%b5%90%e5%b1%80/,使ったのがspeekだ。,そこで発音の穴だけを別で埋めることにした。 使ったのがspeekだ。 発音矯正に特化していて、自分の音がどこでネイティブとずれているかを可視化してくれる。,CLAUDE.md 2026-06-29.md 2026-06-30.md 2026-07-01.md,サービスのアカウント履歴,
C098,オンライン英会話を通った,さくら,通った,体験,オンライン英会話,,過去,yes,1,137,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-3%e3%83%b6%e6%9c%88-%e5%8a%b9%e6%9e%9c-%e4%bd%93%e9%a8%93%e8%ab%87%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6toeic155%e7%82%b9/,私が過去に通ったオンライン英会話でも似た感覚があった。,点数だけを取り出して「あなたも3ヶ月で」と見せられても、そこに写っていない手のことは誰も教えてくれない。 私が過去に通ったオンライン英会話でも似た感覚があった。 予約を入れた日だけ、私はちゃんと英語に触れた。,CLAUDE.md 2026-06-05_eikaiwa-app-hikaku-shakaijin.md 2026-06-05_kaigai-iju-eigoryoku.md 2026-06-05_speak-success-story.md,受講記録・領収書,
C099,英語コーチングを受けた,さくら,受けた,体験,英語コーチング,,現在,yes,1,137,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-3%e3%83%b6%e6%9c%88-%e5%8a%b9%e6%9e%9c-%e4%bd%93%e9%a8%93%e8%ab%87%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6toeic155%e7%82%b9/,同じコーチングを受けた2人が、卒業後に逆の順位で並ぶことがある。,15万円を払って、返さなきゃいけないスコアを借りる取引を、私はしたくない。 同じコーチングを受けた2人が、卒業後に逆の順位で並ぶことがある。 3ヶ月の伸びが大きかった人が半年後に沈み、伸びが控えめだった人が半年後に上にいる。,CLAUDE.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md 2026-06-05_kaigai-iju-eigoryoku.md,サービスのアカウント履歴,
C100,英語を7本続けた,さくら,続けた,体験,英語,7本,現在,yes,1,137,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-3%e3%83%b6%e6%9c%88-%e5%8a%b9%e6%9e%9c-%e4%bd%93%e9%a8%93%e8%ab%87%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6toeic155%e7%82%b9/,ただ、机の前で7本の記事を読んで155点に見とれている今の私より、逃げ場のない環境で自分が英語をどれだけ続けられる人間なのかを一度テストしたほうが、15万円の使い道を決める材料になる。,2週間の留学だって、帰国後に何もしなければ元に戻る。 ただ、机の前で7本の記事を読んで155点に見とれている今の私より、逃げ場のない環境で自分が英語をどれだけ続けられる人間なのかを一度テストしたほうが、15万円の使い道を決める材料になる。 私はまだ、自分が英語漬けの環境で何日もつのかを知らない。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,サービスのアカウント履歴,
C101,英語コーチングを90日やめた,さくら,やめた,体験,英語コーチング,90日,現在,yes,1,138,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-%e6%96%99%e9%87%91-%e6%af%94%e8%bc%83-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b63%e3%83%b6%e6%9c%8857%e4%b8%87%e3%83%bb%e6%9c%881/,コーチングで伸びない3つの顔 「教えてもらえば動ける」と思っている人 今すぐ話せる自分を90日で手に入れたい人 発音と基礎文法を「あとで」に回してきた人 向いている人の条件は、たった1つに絞れる 面談は「習慣を移植する期間」だと理解している 逆算できる目標と締め切りを持っている 完璧より、毎日15分を選べる 卒業後に何ヶ月残るかを、申し込む前に見積もる方法 質問1｜今、頼まれずに続けている習慣はい,Table of Contents Toggle まず「向いていない人」から言う。 コーチングで伸びない3つの顔 「教えてもらえば動ける」と思っている人 今すぐ話せる自分を90日で手に入れたい人 発音と基礎文法を「あとで」に回してきた人 向いている人の条件は、たった1つに絞れる 面談は「習慣を移植する期間」だと理解している 逆算できる目標と締め切りを持っている 完璧より、毎日15分を選べる 卒業後に何ヶ月残るかを、申し込む前に見積もる方法 質問1｜今、頼まれずに続けている習慣はいくつあるか 質問2｜過去の学習が「終,CLAUDE.md 2026-06-05_kaigai-iju-eigoryoku.md 2026-06-05_speak-success-story.md 2026-06-06.md,サービスのアカウント履歴,
C102,英語コーチングを57万円続けた,さくら,続けた,体験,英語コーチング,57万円,未来,no,1,138,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-%e6%96%99%e9%87%91-%e6%af%94%e8%bc%83-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b63%e3%83%b6%e6%9c%8857%e4%b8%87%e3%83%bb%e6%9c%881/,57万円が月1万5000円になる場合 3ヶ月57万円のコーチングを受けて、卒業後3年、つまり36ヶ月間、毎朝25分を続けられたとする。,総額を「卒業後に残る月数」で割ると、料金表の高安が入れ替わる。 57万円が月1万5000円になる場合 3ヶ月57万円のコーチングを受けて、卒業後3年、つまり36ヶ月間、毎朝25分を続けられたとする。 57万円を、受講中の3ヶ月と卒業後の36ヶ月、合わせて39ヶ月で割ると、月あたり約1万4600円。,CLAUDE.md 2026-06-22.md,サービスのアカウント履歴,
C103,英語を30万円やめた,さくら,やめた,体験,英語,30万円,未来,no,1,138,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-%e6%96%99%e9%87%91-%e6%af%94%e8%bc%83-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b63%e3%83%b6%e6%9c%8857%e4%b8%87%e3%83%bb%e6%9c%881/,30万円が月10万円になる場合 一方、3ヶ月30万円の安いプランを選んで、卒業後3ヶ月で英語をやめたとする。,習慣が残る前提なら、57万円は驚くほど安い買い物になる。 30万円が月10万円になる場合 一方、3ヶ月30万円の安いプランを選んで、卒業後3ヶ月で英語をやめたとする。 効果が残った期間を受講中の3ヶ月だけと数えると、30万円を3ヶ月で割って月10万円。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,サービスのアカウント履歴,
C104,英語を43本試した,さくら,試した,体験,英語,43本,過去,yes,1,136,https://sakura-eigo.com/%e3%80%8c%e6%b5%b7%e5%a4%96%e7%a7%bb%e4%bd%8f-%e6%ba%96%e5%82%99-%e8%8b%b1%e8%aa%9e%e3%81%a7%e3%81%8d%e3%81%aa%e3%81%84%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6%e8%8b%b1%e8%aa%9e%e3%81%a7%e3%81%8d/,Table of Contents Toggle ブックマークフォルダに「海外移住 英語」の記事が43本たまっていた 「必要な英語力の目安」の表を見て安心した5年間が、いちばんの遠回りだった 「翻訳アプリが優秀になったから読み書きは不要」を試して、面接でどうなったか 「日本人コミュニティが充実した国なら安心」に頼ると、英語が伸びない生活が固定される 「移住前に準備すべき3つ」に日付が書かれていない,Table of Contents Toggle ブックマークフォルダに「海外移住 英語」の記事が43本たまっていた 「必要な英語力の目安」の表を見て安心した5年間が、いちばんの遠回りだった 「翻訳アプリが優秀になったから読み書きは不要」を試して、面接でどうなったか 「日本人コミュニティが充実した国なら安心」に頼ると、英語が伸びない生活が固定される 「移住前に準備すべき3つ」に日付が書かれていないから、私は5年更新できた 2019年の私と、同じ年に動いた友人が、いま完全に別の場所にいる 「英語できなくてもOK」をあ,CLAUDE.md,本人の確認,
C105,ワーホリを調べた,さくら,調べた,調査,ワーホリ,,現在,no,1,136,https://sakura-eigo.com/%e3%80%8c%e6%b5%b7%e5%a4%96%e7%a7%bb%e4%bd%8f-%e6%ba%96%e5%82%99-%e8%8b%b1%e8%aa%9e%e3%81%a7%e3%81%8d%e3%81%aa%e3%81%84%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6%e8%8b%b1%e8%aa%9e%e3%81%a7%e3%81%8d/,25歳のとき、真剣にワーホリを調べた時期がある。,私はこの一覧を見るたびに、いちばん下の「日常生活は中学レベル」の行だけを目に焼きつけて、上の2行を見なかったことにしていた。 25歳のとき、真剣にワーホリを調べた時期がある。 バンクーバーのカフェで働く自分を想像して、求人サイトまで開いた。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,本人の確認,
C106,英語を1点調べた,さくら,調べた,調査,英語,1点,過去,no,1,136,https://sakura-eigo.com/%e3%80%8c%e6%b5%b7%e5%a4%96%e7%a7%bb%e4%bd%8f-%e6%ba%96%e5%82%99-%e8%8b%b1%e8%aa%9e%e3%81%a7%e3%81%8d%e3%81%aa%e3%81%84%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6%e8%8b%b1%e8%aa%9e%e3%81%a7%e3%81%8d/,調べても私の英語は1点も上がらないのに、勉強した気分だけはしっかり残った。,これらを調べる時間は楽しくて、休みの日に3時間ぶっ通しで読んでいたこともある。 調べても私の英語は1点も上がらないのに、勉強した気分だけはしっかり残った。 この3つには、致命的に抜けているものがある。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,本人の確認,
